# PHA DATA for PSI muX-2019-Nov created by Akira Sato
# Date: 2020-08-07 15:04:10
# Root file: ./data/merge.root
# Time cut range (ns): -1008.0 - 1408.0
# PHA data format: binID, energy(keV) at the bin center, content
1, 0.5, 1191
2, 1.5, 620
3, 2.5, 526
4, 3.5, 523
5, 4.5, 578
6, 5.5, 608
7, 6.5, 673
8, 7.5, 894
9, 8.5, 988
10, 9.5, 1325
11, 10.5, 1807
12, 11.5, 2462
13, 12.5, 3368
14, 13.5, 4305
15, 14.5, 5342
16, 15.5, 5880
17, 16.5, 6446
18, 17.5, 6856
19, 18.5, 6988
20, 19.5, 6950
21, 20.5, 6987
22, 21.5, 6717
23, 22.5, 6806
24, 23.5, 7382
25, 24.5, 7762
26, 25.5, 6473
27, 26.5, 6188
28, 27.5, 6287
29, 28.5, 6031
30, 29.5, 5675
31, 30.5, 5761
32, 31.5, 5879
33, 32.5, 5832
34, 33.5, 5894
35, 34.5, 5847
36, 35.5, 5891
37, 36.5, 6264
38, 37.5, 6763
39, 38.5, 6068
40, 39.5, 6216
41, 40.5, 6466
42, 41.5, 7509
43, 42.5, 16737
44, 43.5, 12817
45, 44.5, 5944
46, 45.5, 5909
47, 46.5, 6317
48, 47.5, 6002
49, 48.5, 5979
50, 49.5, 6193
51, 50.5, 6253
52, 51.5, 6959
53, 52.5, 7868
54, 53.5, 8207
55, 54.5, 12657
56, 55.5, 9315
57, 56.5, 7583
58, 57.5, 7566
59, 58.5, 7671
60, 59.5, 7877
61, 60.5, 8440
62, 61.5, 8370
63, 62.5, 9255
64, 63.5, 9311
65, 64.5, 10162
66, 65.5, 16618
67, 66.5, 19073
68, 67.5, 10933
69, 68.5, 10493
70, 69.5, 11143
71, 70.5, 11392
72, 71.5, 11475
73, 72.5, 11604
74, 73.5, 11912
75, 74.5, 18106
76, 75.5, 24079
77, 76.5, 12042
78, 77.5, 10338
79, 78.5, 10167
80, 79.5, 13010
81, 80.5, 14509
82, 81.5, 10934
83, 82.5, 11697
84, 83.5, 19963
85, 84.5, 18142
86, 85.5, 11882
87, 86.5, 12072
88, 87.5, 12536
89, 88.5, 16315
90, 89.5, 19722
91, 90.5, 14447
92, 91.5, 21107
93, 92.5, 75388
94, 93.5, 59254
95, 94.5, 17290
96, 95.5, 12098
97, 96.5, 10265
98, 97.5, 8956
99, 98.5, 8393
100, 99.5, 9578
101, 100.5, 8901
102, 101.5, 8395
103, 102.5, 9325
104, 103.5, 9979
105, 104.5, 13499
106, 105.5, 10799
107, 106.5, 8172
108, 107.5, 8466
109, 108.5, 8391
110, 109.5, 8253
111, 110.5, 8300
112, 111.5, 8065
113, 112.5, 8256
114, 113.5, 8067
115, 114.5, 8154
116, 115.5, 8305
117, 116.5, 8063
