# PHA DATA for PSI muX-2019-Nov created by Akira Sato
# Date: 2020-12-23 12:45:48
# Root file: ./data/his28193.root
# Energy cut range (ns): 130.0 - 141.0
# PHA data format: binID, energy(keV) at the bin center, content
1, -996, 5
2, -988, 3
3, -980, 3
4, -972, 3
5, -964, 1
6, -956, 4
7, -948, 2
8, -940, 1
9, -932, 2
10, -924, 2
11, -916, 3
12, -908, 1
13, -900, 4
14, -892, 3
15, -884, 5
16, -876, 3
17, -868, 2
18, -860, 1
19, -852, 1
20, -844, 0
21, -836, 0
22, -828, 2
23, -820, 3
24, -812, 3
25, -804, 1
26, -796, 1
27, -788, 3
28, -780, 5
29, -772, 0
30, -764, 1
31, -756, 3
32, -748, 2
33, -740, 2
34, -732, 1
35, -724, 2
36, -716, 0
37, -708, 3
38, -700, 1
39, -692, 1
40, -684, 1
41, -676, 0
42, -668, 1
43, -660, 0
44, -652, 3
45, -644, 3
46, -636, 1
47, -628, 0
48, -620, 2
49, -612, 1
50, -604, 3
51, -596, 1
52, -588, 1
53, -580, 3
54, -572, 4
55, -564, 2
56, -556, 5
57, -548, 2
58, -540, 4
59, -532, 2
60, -524, 0
61, -516, 0
62, -508, 1
63, -500, 1
64, -492, 4
65, -484, 2
66, -476, 5
67, -468, 1
68, -460, 1
69, -452, 2
70, -444, 1
71, -436, 0
72, -428, 4
73, -420, 1
74, -412, 0
75, -404, 2
76, -396, 4
77, -388, 2
78, -380, 3
79, -372, 2
80, -364, 1
81, -356, 1
82, -348, 2
83, -340, 1
84, -332, 2
85, -324, 4
86, -316, 2
87, -308, 4
88, -300, 3
89, -292, 3
90, -284, 1
91, -276, 3
92, -268, 1
93, -260, 2
94, -252, 1
95, -244, 2
96, -236, 6
97, -228, 2
98, -220, 1
99, -212, 4
100, -204, 3
101, -196, 4
102, -188, 0
103, -180, 2
104, -172, 2
105, -164, 1
106, -156, 3
107, -148, 1
108, -140, 2
109, -132, 2
110, -124, 0
111, -116, 3
112, -108, 3
113, -100, 2
114, -92, 1
115, -84, 1
116, -76, 5
117, -68, 5
118, -60, 2
119, -52, 3
120, -44, 3
121, -36, 1
122, -28, 4
123, -20, 3
124, -12, 5
125, -4, 4
126, 4, 4
127, 12, 8
128, 20, 28
129, 28, 83
130, 36, 181
131, 44, 241
132, 52, 311
133, 60, 364
134, 68, 326
135, 76, 389
136, 84, 408
137, 92, 481
138, 100, 444
139, 108, 484
140, 116, 450
141, 124, 496
142, 132, 445
143, 140, 441
144, 148, 438
145, 156, 371
146, 164, 392
147, 172, 365
148, 180, 321
149, 188, 319
150, 196, 283
151, 204, 305
152, 212, 255
153, 220, 255
154, 228, 225
155, 236, 222
156, 244, 200
157, 252, 197
158, 260, 185
159, 268, 156
160, 276, 125
161, 284, 114
162, 292, 110
163, 300, 80
164, 308, 87
165, 316, 71
166, 324, 59
167, 332, 51
168, 340, 43
169, 348, 44
170, 356, 29
171, 364, 34
172, 372, 35
173, 380, 35
174, 388, 24
175, 396, 25
176, 404, 22
177, 412, 25
178, 420, 21
179, 428, 25
180, 436, 26
181, 444, 29
182, 452, 18
183, 460, 19
184, 468, 33
185, 476, 20
186, 484, 21
187, 492, 13
188, 500, 27
189, 508, 16
190, 516, 14
191, 524, 23
192, 532, 10
193, 540, 12
194, 548, 13
195, 556, 17
196, 564, 12
197, 572, 13
198, 580, 11
199, 588, 10
200, 596, 13
201, 604, 9
202, 612, 15
203, 620, 9
204, 628, 12
205, 636, 11
206, 644, 13
207, 652, 8
208, 660, 12
209, 668, 8
210, 676, 6
211, 684, 11
212, 692, 11
213, 700, 7
214, 708, 4
215, 716, 4
216, 724, 8
217, 732, 10
218, 740, 10
219, 748, 6
220, 756, 13
221, 764, 5
222, 772, 7
223, 780, 7
224, 788, 1
225, 796, 6
226, 804, 8
227, 812, 10
228, 820, 6
229, 828, 3
230, 836, 6
231, 844, 8
232, 852, 5
233, 860, 4
234, 868, 7
235, 876, 2
236, 884, 5
237, 892, 6
238, 900, 6
239, 908, 8
240, 916, 8
241, 924, 4
242, 932, 4
243, 940, 10
244, 948, 8
245, 956, 9
246, 964, 6
247, 972, 5
248, 980, 3
249, 988, 5
250, 996, 6
251, 1004, 7
252, 1012, 4
253, 1020, 1
254, 1028, 3
255, 1036, 4
256, 1044, 3
257, 1052, 6
258, 1060, 6
259, 1068, 4
260, 1076, 3
261, 1084, 4
262, 1092, 5
263, 1100, 2
264, 1108, 7
265, 1116, 5
266, 1124, 2
267, 1132, 5
268, 1140, 6
269, 1148, 6
270, 1156, 5
271, 1164, 3
272, 1172, 3
273, 1180, 5
274, 1188, 1
275, 1196, 3
276, 1204, 6
277, 1212, 5
278, 1220, 3
279, 1228, 3
280, 1236, 7
281, 1244, 4
282, 1252, 5
283, 1260, 1
284, 1268, 4
285, 1276, 10
286, 1284, 9
287, 1292, 1
288, 1300, 4
289, 1308, 4
290, 1316, 1
291, 1324, 7
292, 1332, 3
293, 1340, 2
294, 1348, 1
295, 1356, 6
296, 1364, 6
297, 1372, 8
298, 1380, 6
299, 1388, 4
300, 1396, 2
