# PHA DATA for PSI muX-2019-Nov created by Akira Sato
# Date: 2020-12-23 12:45:46
# Root file: ./data/his28192.root
# Energy cut range (ns): 130.0 - 141.0
# PHA data format: binID, energy(keV) at the bin center, content
1, -996, 5
2, -988, 4
3, -980, 3
4, -972, 1
5, -964, 2
6, -956, 3
7, -948, 1
8, -940, 1
9, -932, 2
10, -924, 2
11, -916, 1
12, -908, 1
13, -900, 2
14, -892, 3
15, -884, 5
16, -876, 5
17, -868, 4
18, -860, 3
19, -852, 1
20, -844, 8
21, -836, 4
22, -828, 3
23, -820, 3
24, -812, 0
25, -804, 1
26, -796, 2
27, -788, 2
28, -780, 3
29, -772, 2
30, -764, 0
31, -756, 5
32, -748, 1
33, -740, 1
34, -732, 0
35, -724, 0
36, -716, 3
37, -708, 3
38, -700, 1
39, -692, 3
40, -684, 2
41, -676, 2
42, -668, 2
43, -660, 2
44, -652, 4
45, -644, 0
46, -636, 1
47, -628, 3
48, -620, 2
49, -612, 2
50, -604, 3
51, -596, 2
52, -588, 1
53, -580, 1
54, -572, 1
55, -564, 3
56, -556, 6
57, -548, 0
58, -540, 2
59, -532, 2
60, -524, 2
61, -516, 1
62, -508, 2
63, -500, 3
64, -492, 1
65, -484, 3
66, -476, 1
67, -468, 3
68, -460, 2
69, -452, 1
70, -444, 2
71, -436, 3
72, -428, 1
73, -420, 1
74, -412, 1
75, -404, 4
76, -396, 0
77, -388, 1
78, -380, 1
79, -372, 3
80, -364, 3
81, -356, 1
82, -348, 2
83, -340, 1
84, -332, 1
85, -324, 3
86, -316, 1
87, -308, 2
88, -300, 5
89, -292, 3
90, -284, 2
91, -276, 3
92, -268, 2
93, -260, 2
94, -252, 2
95, -244, 1
96, -236, 2
97, -228, 5
98, -220, 2
99, -212, 1
100, -204, 0
101, -196, 0
102, -188, 0
103, -180, 0
104, -172, 4
105, -164, 1
106, -156, 0
107, -148, 2
108, -140, 3
109, -132, 1
110, -124, 4
111, -116, 0
112, -108, 2
113, -100, 1
114, -92, 2
115, -84, 1
116, -76, 2
117, -68, 1
118, -60, 1
119, -52, 3
120, -44, 4
121, -36, 6
122, -28, 2
123, -20, 3
124, -12, 1
125, -4, 6
126, 4, 6
127, 12, 7
128, 20, 22
129, 28, 75
130, 36, 148
131, 44, 264
132, 52, 297
133, 60, 321
134, 68, 368
135, 76, 369
136, 84, 429
137, 92, 438
138, 100, 441
139, 108, 456
140, 116, 521
141, 124, 437
142, 132, 472
143, 140, 486
144, 148, 448
145, 156, 393
146, 164, 407
147, 172, 368
148, 180, 368
149, 188, 277
150, 196, 311
151, 204, 292
152, 212, 277
153, 220, 261
154, 228, 254
155, 236, 218
156, 244, 187
157, 252, 162
158, 260, 161
159, 268, 166
160, 276, 161
161, 284, 130
162, 292, 119
163, 300, 93
164, 308, 99
165, 316, 83
166, 324, 72
167, 332, 57
168, 340, 59
169, 348, 43
170, 356, 46
171, 364, 31
172, 372, 40
173, 380, 28
174, 388, 29
175, 396, 21
176, 404, 22
177, 412, 23
178, 420, 23
179, 428, 25
180, 436, 16
181, 444, 28
182, 452, 18
183, 460, 24
184, 468, 17
185, 476, 24
186, 484, 29
187, 492, 21
188, 500, 13
189, 508, 18
190, 516, 13
191, 524, 15
192, 532, 19
193, 540, 18
194, 548, 25
195, 556, 19
196, 564, 21
197, 572, 12
198, 580, 14
199, 588, 13
200, 596, 19
201, 604, 14
202, 612, 8
203, 620, 10
204, 628, 9
205, 636, 11
206, 644, 17
207, 652, 18
208, 660, 6
209, 668, 11
210, 676, 6
211, 684, 5
212, 692, 10
213, 700, 9
214, 708, 10
215, 716, 7
216, 724, 6
217, 732, 9
218, 740, 10
219, 748, 2
220, 756, 8
221, 764, 5
222, 772, 9
223, 780, 7
224, 788, 7
225, 796, 6
226, 804, 9
227, 812, 4
228, 820, 7
229, 828, 1
230, 836, 8
231, 844, 4
232, 852, 6
233, 860, 5
234, 868, 11
235, 876, 9
236, 884, 4
237, 892, 8
238, 900, 6
239, 908, 11
240, 916, 8
241, 924, 3
242, 932, 4
243, 940, 7
244, 948, 2
245, 956, 4
246, 964, 2
247, 972, 5
248, 980, 7
249, 988, 4
250, 996, 5
251, 1004, 7
252, 1012, 7
253, 1020, 3
254, 1028, 8
255, 1036, 4
256, 1044, 1
257, 1052, 3
258, 1060, 2
259, 1068, 7
260, 1076, 4
261, 1084, 1
262, 1092, 7
263, 1100, 3
264, 1108, 2
265, 1116, 4
266, 1124, 7
267, 1132, 4
268, 1140, 4
269, 1148, 6
270, 1156, 5
271, 1164, 2
272, 1172, 5
273, 1180, 4
274, 1188, 3
275, 1196, 3
276, 1204, 3
277, 1212, 6
278, 1220, 4
279, 1228, 2
280, 1236, 5
281, 1244, 3
282, 1252, 2
283, 1260, 1
284, 1268, 5
285, 1276, 3
286, 1284, 3
287, 1292, 1
288, 1300, 1
289, 1308, 3
290, 1316, 2
291, 1324, 3
292, 1332, 4
293, 1340, 3
294, 1348, 1
295, 1356, 6
296, 1364, 3
297, 1372, 3
298, 1380, 2
299, 1388, 2
300, 1396, 2
