# PHA DATA for PSI muX-2019-Nov created by Akira Sato
# Date: 2020-12-23 12:45:52
# Root file: ./data/his28196.root
# Energy cut range (ns): 130.0 - 141.0
# PHA data format: binID, energy(keV) at the bin center, content
1, -996, 2
2, -988, 1
3, -980, 1
4, -972, 1
5, -964, 0
6, -956, 1
7, -948, 1
8, -940, 1
9, -932, 0
10, -924, 2
11, -916, 0
12, -908, 1
13, -900, 4
14, -892, 1
15, -884, 1
16, -876, 1
17, -868, 0
18, -860, 0
19, -852, 0
20, -844, 1
21, -836, 1
22, -828, 2
23, -820, 2
24, -812, 2
25, -804, 3
26, -796, 1
27, -788, 0
28, -780, 0
29, -772, 0
30, -764, 1
31, -756, 1
32, -748, 1
33, -740, 2
34, -732, 4
35, -724, 1
36, -716, 2
37, -708, 2
38, -700, 3
39, -692, 1
40, -684, 1
41, -676, 1
42, -668, 1
43, -660, 2
44, -652, 1
45, -644, 3
46, -636, 1
47, -628, 1
48, -620, 3
49, -612, 2
50, -604, 2
51, -596, 1
52, -588, 1
53, -580, 2
54, -572, 3
55, -564, 2
56, -556, 1
57, -548, 2
58, -540, 2
59, -532, 0
60, -524, 2
61, -516, 3
62, -508, 1
63, -500, 0
64, -492, 0
65, -484, 3
66, -476, 2
67, -468, 1
68, -460, 1
69, -452, 1
70, -444, 0
71, -436, 1
72, -428, 2
73, -420, 1
74, -412, 3
75, -404, 2
76, -396, 0
77, -388, 3
78, -380, 1
79, -372, 1
80, -364, 1
81, -356, 0
82, -348, 1
83, -340, 1
84, -332, 0
85, -324, 1
86, -316, 0
87, -308, 2
88, -300, 0
89, -292, 0
90, -284, 1
91, -276, 2
92, -268, 2
93, -260, 1
94, -252, 2
95, -244, 1
96, -236, 2
97, -228, 3
98, -220, 1
99, -212, 0
100, -204, 2
101, -196, 1
102, -188, 0
103, -180, 0
104, -172, 1
105, -164, 1
106, -156, 1
107, -148, 0
108, -140, 2
109, -132, 2
110, -124, 1
111, -116, 1
112, -108, 3
113, -100, 0
114, -92, 1
115, -84, 3
116, -76, 0
117, -68, 2
118, -60, 2
119, -52, 2
120, -44, 0
121, -36, 2
122, -28, 1
123, -20, 3
124, -12, 1
125, -4, 2
126, 4, 2
127, 12, 13
128, 20, 17
129, 28, 56
130, 36, 111
131, 44, 204
132, 52, 214
133, 60, 255
134, 68, 263
135, 76, 283
136, 84, 307
137, 92, 352
138, 100, 348
139, 108, 401
140, 116, 369
141, 124, 358
142, 132, 359
143, 140, 307
144, 148, 347
145, 156, 336
146, 164, 303
147, 172, 271
148, 180, 290
149, 188, 243
150, 196, 215
151, 204, 211
152, 212, 201
153, 220, 182
154, 228, 173
155, 236, 153
156, 244, 157
157, 252, 154
158, 260, 127
159, 268, 135
160, 276, 105
161, 284, 106
162, 292, 101
163, 300, 67
164, 308, 69
165, 316, 65
166, 324, 43
167, 332, 55
168, 340, 30
169, 348, 42
170, 356, 37
171, 364, 29
172, 372, 26
173, 380, 23
174, 388, 22
175, 396, 26
176, 404, 18
177, 412, 18
178, 420, 17
179, 428, 11
180, 436, 20
181, 444, 16
182, 452, 16
183, 460, 11
184, 468, 16
185, 476, 14
186, 484, 17
187, 492, 15
188, 500, 13
189, 508, 11
190, 516, 10
191, 524, 13
192, 532, 8
193, 540, 10
194, 548, 17
195, 556, 5
196, 564, 9
197, 572, 7
198, 580, 12
199, 588, 11
200, 596, 8
201, 604, 8
202, 612, 10
203, 620, 16
204, 628, 7
205, 636, 13
206, 644, 9
207, 652, 7
208, 660, 10
209, 668, 9
210, 676, 6
211, 684, 6
212, 692, 5
213, 700, 4
214, 708, 7
215, 716, 9
216, 724, 2
217, 732, 4
218, 740, 6
219, 748, 6
220, 756, 5
221, 764, 8
222, 772, 5
223, 780, 3
224, 788, 4
225, 796, 1
226, 804, 5
227, 812, 6
228, 820, 8
229, 828, 9
230, 836, 6
231, 844, 6
232, 852, 5
233, 860, 7
234, 868, 8
235, 876, 4
236, 884, 7
237, 892, 4
238, 900, 7
239, 908, 2
240, 916, 6
241, 924, 3
242, 932, 6
243, 940, 4
244, 948, 4
245, 956, 6
246, 964, 5
247, 972, 5
248, 980, 6
249, 988, 5
250, 996, 2
251, 1004, 4
252, 1012, 1
253, 1020, 2
254, 1028, 1
255, 1036, 4
256, 1044, 1
257, 1052, 1
258, 1060, 11
259, 1068, 2
260, 1076, 2
261, 1084, 2
262, 1092, 5
263, 1100, 1
264, 1108, 3
265, 1116, 4
266, 1124, 6
267, 1132, 2
268, 1140, 4
269, 1148, 2
270, 1156, 4
271, 1164, 8
272, 1172, 2
273, 1180, 4
274, 1188, 2
275, 1196, 1
276, 1204, 1
277, 1212, 0
278, 1220, 4
279, 1228, 2
280, 1236, 1
281, 1244, 2
282, 1252, 3
283, 1260, 1
284, 1268, 2
285, 1276, 2
286, 1284, 2
287, 1292, 3
288, 1300, 1
289, 1308, 3
290, 1316, 0
291, 1324, 2
292, 1332, 0
293, 1340, 4
294, 1348, 2
295, 1356, 2
296, 1364, 1
297, 1372, 3
298, 1380, 2
299, 1388, 4
300, 1396, 1
