# PHA DATA for PSI muX-2019-Nov created by Akira Sato
# Date: 2020-12-23 12:45:40
# Root file: ./data/his28188.root
# Energy cut range (ns): 130.0 - 141.0
# PHA data format: binID, energy(keV) at the bin center, content
1, -996, 0
2, -988, 0
3, -980, 0
4, -972, 0
5, -964, 0
6, -956, 1
7, -948, 0
8, -940, 0
9, -932, 0
10, -924, 0
11, -916, 1
12, -908, 0
13, -900, 0
14, -892, 0
15, -884, 0
16, -876, 0
17, -868, 0
18, -860, 0
19, -852, 0
20, -844, 0
21, -836, 0
22, -828, 0
23, -820, 0
24, -812, 0
25, -804, 0
26, -796, 0
27, -788, 1
28, -780, 0
29, -772, 0
30, -764, 0
31, -756, 0
32, -748, 0
33, -740, 1
34, -732, 0
35, -724, 0
36, -716, 0
37, -708, 0
38, -700, 0
39, -692, 1
40, -684, 0
41, -676, 0
42, -668, 0
43, -660, 0
44, -652, 0
45, -644, 0
46, -636, 0
47, -628, 0
48, -620, 0
49, -612, 1
50, -604, 0
51, -596, 0
52, -588, 0
53, -580, 1
54, -572, 0
55, -564, 0
56, -556, 0
57, -548, 0
58, -540, 0
59, -532, 1
60, -524, 0
61, -516, 0
62, -508, 0
63, -500, 0
64, -492, 0
65, -484, 0
66, -476, 0
67, -468, 0
68, -460, 0
69, -452, 0
70, -444, 1
71, -436, 0
72, -428, 1
73, -420, 0
74, -412, 1
75, -404, 1
76, -396, 0
77, -388, 0
78, -380, 0
79, -372, 0
80, -364, 0
81, -356, 0
82, -348, 0
83, -340, 1
84, -332, 1
85, -324, 0
86, -316, 0
87, -308, 0
88, -300, 0
89, -292, 0
90, -284, 0
91, -276, 0
92, -268, 0
93, -260, 0
94, -252, 0
95, -244, 0
96, -236, 0
97, -228, 0
98, -220, 0
99, -212, 0
100, -204, 0
101, -196, 0
102, -188, 1
103, -180, 0
104, -172, 0
105, -164, 0
106, -156, 0
107, -148, 0
108, -140, 0
109, -132, 0
110, -124, 0
111, -116, 0
112, -108, 0
113, -100, 0
114, -92, 0
115, -84, 0
116, -76, 0
117, -68, 0
118, -60, 0
119, -52, 0
120, -44, 0
121, -36, 1
122, -28, 0
123, -20, 0
124, -12, 0
125, -4, 0
126, 4, 0
127, 12, 2
128, 20, 7
129, 28, 9
130, 36, 11
131, 44, 14
132, 52, 21
133, 60, 42
134, 68, 47
135, 76, 81
136, 84, 112
137, 92, 90
138, 100, 89
139, 108, 78
140, 116, 58
141, 124, 65
142, 132, 42
143, 140, 37
144, 148, 38
145, 156, 29
146, 164, 26
147, 172, 33
148, 180, 23
149, 188, 16
150, 196, 7
151, 204, 10
152, 212, 7
153, 220, 4
154, 228, 7
155, 236, 0
156, 244, 4
157, 252, 5
158, 260, 2
159, 268, 3
160, 276, 6
161, 284, 6
162, 292, 2
163, 300, 2
164, 308, 3
165, 316, 2
166, 324, 2
167, 332, 3
168, 340, 4
169, 348, 2
170, 356, 0
171, 364, 2
172, 372, 1
173, 380, 0
174, 388, 2
175, 396, 3
176, 404, 2
177, 412, 3
178, 420, 4
179, 428, 1
180, 436, 2
181, 444, 1
182, 452, 0
183, 460, 4
184, 468, 2
185, 476, 1
186, 484, 2
187, 492, 1
188, 500, 3
189, 508, 2
190, 516, 1
191, 524, 2
192, 532, 3
193, 540, 1
194, 548, 2
195, 556, 2
196, 564, 1
197, 572, 3
198, 580, 2
199, 588, 0
200, 596, 1
201, 604, 1
202, 612, 2
203, 620, 1
204, 628, 2
205, 636, 1
206, 644, 1
207, 652, 1
208, 660, 0
209, 668, 0
210, 676, 0
211, 684, 0
212, 692, 1
213, 700, 0
214, 708, 1
215, 716, 0
216, 724, 1
217, 732, 1
218, 740, 0
219, 748, 0
220, 756, 2
221, 764, 0
222, 772, 2
223, 780, 0
224, 788, 1
225, 796, 0
226, 804, 0
227, 812, 1
228, 820, 0
229, 828, 0
230, 836, 0
231, 844, 1
232, 852, 1
233, 860, 1
234, 868, 1
235, 876, 0
236, 884, 0
237, 892, 0
238, 900, 0
239, 908, 1
240, 916, 0
241, 924, 0
242, 932, 0
243, 940, 1
244, 948, 0
245, 956, 0
246, 964, 0
247, 972, 0
248, 980, 2
249, 988, 1
250, 996, 0
251, 1004, 0
252, 1012, 0
253, 1020, 2
254, 1028, 1
255, 1036, 1
256, 1044, 1
257, 1052, 1
258, 1060, 0
259, 1068, 0
260, 1076, 0
261, 1084, 2
262, 1092, 1
263, 1100, 2
264, 1108, 0
265, 1116, 0
266, 1124, 1
267, 1132, 0
268, 1140, 0
269, 1148, 0
270, 1156, 0
271, 1164, 1
272, 1172, 2
273, 1180, 1
274, 1188, 0
275, 1196, 0
276, 1204, 0
277, 1212, 0
278, 1220, 0
279, 1228, 1
280, 1236, 1
281, 1244, 0
282, 1252, 1
283, 1260, 0
284, 1268, 0
285, 1276, 0
286, 1284, 0
287, 1292, 0
288, 1300, 0
289, 1308, 0
290, 1316, 1
291, 1324, 0
292, 1332, 0
293, 1340, 0
294, 1348, 1
295, 1356, 0
296, 1364, 1
297, 1372, 1
298, 1380, 0
299, 1388, 0
300, 1396, 0
